,MRNA,AMGN,IQV,ICLR,VRTX,GILD,REGN,ILMN,CRL,SGEN,ILMN,BIIB,TECH,BNTX,BGNE,EXAS,ALNY,NVAX,QGEN,GH,NTRA,BMRN,INCY,TXG,NTLA,CRSP,BBH,SPY,IBB,XBI,ARKG,FBT,LABU,IDNA,PBE,GNOM,BIB,SBIO,BTEC
5/1/2020,47.93,219.608432,136.52,154.15,254.9,75.09486853,525.5,305.88,138.59,145.64,305.88,293.09,226.0923206,45.11,140.21,75.65,128.97,17.33,41.67,73.48,35.07,88.12,97.3,78.41,12.62,48.46,145.069077,276.4856353,120.4623327,90.61326044,39.51828237,147.33,33.89,30.89301492,51.8127,14.02126528,57.48,36.59,36.7451368
5/4/2020,50.5,219.5418782,134.06,153.49,264.69,75.3766504,541.82,308.2,138.35,155.76,308.2,296.52,235.1244872,45.78,137.5,77.43,136.63,18.06,41.42,73.86,36.07,90.36,100.99,77.91,13.89,50,147.3611625,277.2482464,124.0991194,95.20228387,40.83721124,152.04,38.92,32.02834816,53.5,14.57752203,60.9,38.49,38.15906281
5/5/2020,49.34,224.7235648,135.49,151.92,272.33,74.33405748,574.37,310.25,141.04,165.43,310.25,304.44,244.4944907,50,143.5,77.95,141.23,17.78,41.77,77.82,36.31,93.19,98.82,78.17,13.82,52,149.334349,279.8098376,126.5203226,97.26734441,41.22396482,154.24,41.44,32.56613758,54.6,14.99995758,62.97,39.53,39.47633565
5/6/2020,48.95,224.9422415,134.01,150.29,270.06,72.76547173,553.5,315.04,143.66,164.64,315.04,306.78,259.9654295,47.78,144.38,77.9,145.27,17.14,41.91,80.85,35.85,95,96.08,78.7,13.85,52.33,149.0951749,277.9130869,126.5402502,97.75617517,41.45205027,155.14,42.09,32.86490949,55.069,15.05987752,63.32,39.87,39.41754662
5/7/2020,53.19,221.8427372,135.52,156.04,270.01,72.89696994,559.83,313.36,156.56,163.26,313.36,314.01,261.823532,49.32,153.42,82.85,141.45,18.15,42.53,83.95,43.51,92,96.47,80.81,13.65,53.49,150.4305638,281.2666203,126.7096348,97.90581724,41.66030219,155.72,42.33,33.39273985,55.1916,15.07985083,63.38,40.03,39.59690299
5/8/2020,59.25,223.2593818,137.65,158.88,271.63,72.78425719,563.4,309.87,159.56,157.67,309.87,314.02,269.0969599,49.24,156.81,82.01,136.13,18.73,42.83,88.15,43.57,95.2,95.92,82.96,13.64,53.84,152.1047827,285.9205035,127.9451459,99.33240496,42.87014672,157.54,44.01,34.24921931,55.83,15.15075609,64.7,40.4,40.24158947
5/11/2020,66.9,230.7894657,138.65,161.08,285.28,75.89325049,574.11,320.31,164.24,160.96,320.31,328.01,278.1099672,49.98,163.26,83.95,142.43,24.5,42.9,94.72,46.57,96.47,99.33,82.1,15.59,61.29,158.3432414,285.9791659,133.4152717,104.0710705,45.68650612,163.39,50.67,35.85262853,58.34,15.92871661,70.18,42.125,42.12881699
5/12/2020,62.35,225.5317177,134.8,155.35,276.47,73.21632272,557.54,321.55,160.96,161.77,321.55,319.77,271.5044078,49.33,158.38,83.35,144.19,39.82,42.74,96.73,46.07,96.16,96.74,82.59,15.89,59.55,155.0446315,280.2791367,130.5755889,101.8264394,44.76424758,160.72,47.23,35.15549409,57.25,15.70201951,67.25,41.33,41.5538802
5/13/2020,65.18,225.1704258,132.47,154.73,277.03,72.38036984,577.12,323.39,160.89,157.84,323.39,314.96,260.4719298,48.49,160.27,84.59,139.46,40.67,42.85,96.33,46.95,94.68,96.45,80.08,15.75,57.37,155.1243562,275.3221645,129.130838,99.80128344,42.7808959,158.52,44.54,34.66052863,56.1041,15.23963733,65.695,39.93,40.52855966
5/14/2020,64.56,226.2638092,132.37,155.31,277,72.54004623,570.86,322.99,163,160.09,322.99,315.82,260.6907887,48.66,163.24,85.43,136.2,38.3,42.29,92.43,45.12,91.79,94.83,78.97,16.35,55.88,154.1377629,278.6170356,128.5529377,98.88347875,42.18589039,156.88,43.35,34.34880995,55.53,15.2695973,65.21,39.53,40.22564669
5/15/2020,66.69,229.8957436,134.2,157.03,288.69,71.62895152,576.72,335,169.81,160.33,335,316.6,265.923506,49.49,166.26,86.29,139.28,43.63,42.06,97.5,45.23,93.74,96.12,77.95,17.66,61.09,157.1274395,279.8978312,131.7712448,102.4250077,44.51632862,161.13,47.75,35.24014613,57.0953,15.91773129,68.36,41.17,41.65352263
5/18/2020,80,223.1864632,138.56,162.17,284.13,70.22004217,560.28,344.14,171.78,158.95,344.14,315.9,265.4062031,60.17,166.25,83.78,144.87,56.96,42.32,94.42,45.93,95.36,96.46,77.2,18.7,63.98,159.7384238,288.4234323,133.2957061,105.4078729,46.65834845,163.72,51.93,37.09751147,58.44,16.43803607,69.74,42.04,43.1650982
5/19/2020,71.67,217.6735594,140.86,159.24,282.28,67.94700174,557.6,342.55,169.88,157.16,342.55,310.08,258.7011624,50.59,168.82,83.09,142.41,53.9,42.25,96.78,45.95,93.89,94.92,78.2,19.44,63.56,157.1772675,285.4609814,130.7350097,102.4050554,46.22201107,161.8,47.53,35.81279228,57.06,16.1584097,67.19,40.98,42.12582772
5/20/2020,73.47,218.094684,145.42,164.39,284.62,69.40287474,576.89,357.73,175.86,155.78,357.73,309.53,268.3607982,53.04,165.8,85.01,143.45,52.81,43.14,96.4,46.53,94.04,98.32,78,19.8,66.79,159.2800067,290.3104059,133.4252355,105.3679684,47.72935836,165.89,51.54,36.75890331,58.657,16.55887461,70,42.455,43.33449032
5/21/2020,67.05,215.1372408,143.2,164.74,284.63,69.03655831,560.98,349.42,175.23,154.2,349.42,304.46,265.3664106,51.9,164.6,83.18,141.86,50.07,42.93,95.86,45.5,94.85,98.68,76,20.57,67.78,156.4996074,288.3061075,131.9904484,104.5399489,47.77894215,164.25,50.42,36.28086826,58.23,16.6377692,68.34,42.52,42.88510299
5/22/2020,69,216.7164581,142.9,166.51,284.96,68.88627464,569.91,354.7,173.61,155.77,354.7,304.53,265.018226,51.03,159.12,83.59,140.52,46.11,42.99,96.91,45.47,97.51,99.37,74.85,20.99,69.94,157.6755469,288.8536232,132.8572989,105.7969423,49.14745481,164.94,52.2,36.85849394,58.5378,16.86746229,69.58,42.66,43.3045976
5/26/2020,57.71,212.8593396,143.5,167.7,266.5,68.73599098,545.21,354.41,171.38,151.73,354.41,295.87,259.2980503,50.88,163.9,80.81,136.43,48.17,43.26,89.04,43.265,103.74,98.68,76,19.1,66.34,153.4102749,292.412475,130.3364577,103.3029078,47.61035726,162.86,48.47,35.62357007,57.3736,16.60780923,66.75,42.06,42.45763699
5/27/2020,52.18,215.1659539,146.82,164.48,278.51,70.35154037,544.01,363.82,174.58,152.97,363.82,301.46,255.9355818,47.59,160.915,82.11,133.35,45.465,43.02,87.73,43.27,106.7,98.22,77.66,17.85,63.93,154.1477285,296.7632691,131.5221498,103.3328363,45.76584019,163.4,48.37,35.28496191,57.51,16.58284259,67.81,42.17,42.30418766
5/28/2020,55.54,214.515125,146.2,165.61,277.38,70.74603499,578.21,373.01,176.13,151.55,373.01,300.5,257.0597207,46.87,162.36,83.89,133.1,44.84,43.44,87.85,43.44,105.6,100.55,76.29,17.52,62.31,156.3002957,296.2157535,131.8509552,102.2953179,44.91299896,163.55,47.03,35.21524847,57.2077,16.3501535,68.11,41.26,41.90960366
5/29/2020,61.5,219.8461795,149.52,168.45,287.96,73.10360998,612.81,363.05,179.66,157.21,363.05,307.09,263.4265249,49.53,165.54,85.88,135.27,46.04,43.79,90.39,43.85,106.55,101.91,77.97,17.51,64.58,160.3562903,297.5356573,134.2522308,103.312884,45.9542586,165.41,48.5,35.73311977,58.04,16.48697069,70.77,41.5,41.58078366
6/1/2020,62.18,217.1758667,149.41,169.74,286.64,70.59575133,599.47,365.41,179.82,159.02,365.41,301.45,260.7007369,52.3,168.04,85.37,133.57,52.82,43.67,88.34,43.48,107.39,101.75,81.95,20.92,66.59,159.6387679,298.7382364,133.6245115,103.8615716,47.01535175,165.24,49.24,36.02193261,57.62,16.7336411,70.03,41.39,42.45763699
6/2/2020,59.87,214.1227134,151.53,170.94,284.27,68.81113281,617.66,366.05,183.35,160.82,366.05,302.86,262.4715043,52.38,168.33,86.23,138.82,49.64,43.94,87.38,45.01,108.33,100.9,80.5,20.26,68.36,159.3796626,301.2118339,133.943353,105.2981354,47.70952484,166.66,51.22,36.05778524,58.3,16.94036488,70.35,42.19,42.64795402
6/3/2020,59.89,211.5193978,153.06,169.48,277.01,69.88190392,604.28,358.32,189.72,155.05,358.32,302.6,258.0843783,51.16,169.04,89.34,137.25,44.25,44.08,84.89,43.35,111.21,98.83,85.91,22.33,64.95,158.4229661,305.2204308,132.1697968,103.6919772,46.50959707,165.45,49.01,35.52397944,57.37,16.75760907,68.74,41.36,42.23842366
6/4/2020,60.59,211.4045456,151.21,164.91,272.82,72.83122083,598.54,358.4,183.43,150.43,358.4,299.65,251.2400637,50,171.51,84.8,131.9,44.66,44.36,82.67,41.2,107.51,93.8,79.7,20.64,63.67,156.9480589,304.4187114,130.9641771,101.8364156,44.7840811,163.13,46.2,34.98619001,56.4756,16.38810279,67.29,40.64,41.24797796
6/5/2020,58.19,215.989061,149.58,162.62,265.69,72.08919524,597,354.11,178.43,148.39,354.11,306.72,255.2491607,49.18,172.03,86.73,127.59,46.3,43.83,83.22,40.54,105.8,93.51,82.38,20.35,62.26,156.3999515,312.2208097,130.8745029,102.664435,44.50145349,163.29,47.37,34.83680406,56.61,16.41806276,67.42,41,41.75715075
6/8/2020,59.1,216.0656292,150,162.36,265.01,72.29583528,604.04,358.81,185.04,150.86,358.81,301.26,253.677356,48.78,172.88,90.51,130.44,44.79,44.09,80.3,41.23,106.87,94.58,81,20,60.53,158.2037231,315.994757,132.6181677,104.5599012,44.49649511,166.18,50.02,35.46422506,57.01,16.68670381,69.07,41.94,42.76752493
6/9/2020,58.23,215.252093,146.8,159.41,270.85,72.87818448,608.59,357.78,180.33,148.94,357.78,293.74,251.2002712,47.79,172.63,91.36,129.79,45.93,44,80.2,41.9,105.09,93,83.09,20.23,63.26,157.0875772,313.6384842,132.4288556,104.3803307,44.9318408,165.04,49.74,35.45426599,56.6,16.76759573,68.62,41.98,42.4825476
6/10/2020,60.07,217.376858,147.19,165.58,274.34,72.38976257,606.59,359.05,181.71,156.7,359.05,295.25,260.6410481,47.41,171.87,92.75,129.71,44.96,43.65,82.79,42.38,107.66,93.04,85.5,20.61,63.03,158.7219337,311.8883895,132.8572989,104.5100205,45.47825419,165.95,49.96,35.8625876,56.44,16.86746229,69.06,41.97,42.7665285
6/11/2020,60.2,209.5094849,138.64,155.66,263.89,69.05534377,596.16,336.92,174.48,148.55,336.92,283.22,240.7746293,48.6,163.22,88.3,125.91,44.43,43.08,76.44,39.52,103.86,90.81,81.99,19.05,59.7,153.0315825,293.908366,126.948766,98.73383668,42.24539094,158.15,41.7,34.36872807,53.13,15.85181935,62.9,39.51,40.45781353
6/12/2020,62,208.5523836,138.82,158.07,268.56,69.39663871,588.39,341.61,179.6,151.16,341.61,279.27,244.455438,48.58,163.92,85.37,125.39,45.57,42.97,77.09,40.93,105.72,92.07,83.26,19.34,59.89,153.2906878,297.4281096,127.6163405,99.99083006,43.18748299,159.65,43.21,34.91647656,53.6817,15.68903686,63.93,40.37,40.7936085
6/15/2020,66.57,210.3517341,139.57,159.86,267.77,70.12663068,590.57,348.43,179.74,155.56,348.43,278.49,253.0406755,50.85,171.49,89.16,128.38,51.07,43.28,81.06,43.29,105.76,93.51,88.42,20.27,62.45,155.61267,300.2047962,130.1536648,102.8140771,45.4286704,161.16,46.88,35.96583022,54.9124,16.37811614,66.1,41.42,42.31714117
6/16/2020,64.34,217.1375827,141.04,160.03,273.77,70.74285766,592.9,355.04,180.31,156.88,355.04,282.12,249.5687776,49.9,173.23,86.59,132.26,52.15,42.77,81.07,44.59,106.47,95.53,88.46,21.1,66.27,157.1274395,305.9830419,131.9788082,104.400283,46.06334294,163.17,49,36.26529592,55.5903,16.78756904,68.1,42.24,42.85620669
6/17/2020,63.31,216.2761915,138.92,159.28,280.09,69.92754196,603.1,360.66,178.15,158.38,360.66,281.46,254.055385,50.85,174.43,87.2,136.67,55.41,42.47,78.31,45.43,111.32,96.28,88.3,20.8,66.33,158.1439296,304.7120234,132.4675078,104.4800921,46.20217756,164.51,49.15,36.25531373,56.1281,16.87744894,68.73,42.3502,42.95485269
6/18/2020,64.95,220.4395823,138.12,158.72,279.19,70.19299358,597.35,362.92,178.56,159.99,362.92,260.3,252.5830615,50.94,177.4,86.09,141.99,59.27,42.44,79.55,45.99,113.83,97.36,88.84,20.72,67.34,158.9411767,304.8293482,133.1357297,105.5974196,46.79718306,165.1917,50.74,36.44497533,56.2206,17.0472221,69.4,42.67,43.44409699
6/19/2020,66.35,228.4600916,136.08,161.62,293.27,73.44477597,643.92,368.77,177.19,169.91,368.77,271,256.3732996,51.36,182.67,89.93,150.71,64.75,42.58,78.92,46.47,124.12,105.4,88.14,21.17,69.08,164.3225947,303.0951334,137.4841586,108.5902609,47.56077346,170.73,55.04,37.09381768,57.3668,17.30687516,73.74,43.11,44.35981087
6/22/2020,64.75,224.1435645,137.53,159.05,293.2,71.73830125,628.48,360.48,174.99,170.92,360.48,264.29,260.8698551,57.45,183.48,88.23,153,65.95,42.57,83.1,46.32,122.34,108.93,89.13,22.87,72.02,163.7645217,305.0395617,137.7634155,111.7793908,50.79363671,171.5,59.9,38.19086035,58.17,17.89109455,74.15,43.69,45.16392523
6/23/2020,62.94,225.6366426,140.17,167.59,295.8,71.15051551,628.76,367,175.01,171.13,367,268.19,260.5017742,52.75,187.45,88.76,151.83,69.66,42.81,83.37,46.63,121.72,106.52,89.17,22.38,75.37,163.6648658,306.4438711,138.2820355,113.4955432,52.63815378,171.8,62.82,38.97046938,58.4779,18.14575428,74.9,44.14,45.36719578
6/24/2020,64.84,222.5356343,136.47,162.58,291.18,71.98479204,605.04,358.94,170.64,164.8,358.94,263.04,251.2002712,54.73,186.15,82.56,151.76,77.5,42.98,81.27,45.05,120.63,104.33,87.95,21.59,73.09,161.1037095,298.6268763,136.0380068,111.1707553,50.88288754,168.1499,59.05,38.2617339,56.5,17.51659494,72.37,43.85,44.23725069
6/25/2020,62,225.0240978,137.8,162.67,295.15,71.56765378,619.96,366.25,173.6,167.86,366.25,262.63,256.930395,59.71,194.74,83.88,156.44,83.54,43.54,82.81,47.53,124.22,105.95,87.09,21.49,76.05,162.9772402,301.8283088,137.5539728,113.9146036,52.013398,170.88,63.11,38.90059405,57.5492,17.73829871,74.1,44.03,44.84905517
6/26/2020,61.28,222.8514777,135.99,159.73,286.14,70.69545558,611.36,360.08,169.98,165.59,360.08,258.66,255.119835,62.13,195.41,80.96,151.9,77.39,43.5,80.65,45.9,124.02,101.43,86.25,20.51,74.04,160.485843,294.6594569,134.8012976,110.1729923,50.09946362,167.41,56.98,37.61289155,56.27,17.27591653,70.87,41.79,43.47398972
6/29/2020,62.08,221.626388,137.52,162.49,285.18,70.68597517,610.87,362.31,169,164.37,362.31,260.35,252.4935283,65.8,189.2,86.02,147.91,83.61,43.16,80,47.7,122.18,102.48,84.65,20.42,75.05,159.9178044,298.9902291,134.3225715,110.1530371,50.57546803,165.24,56.67,37.52674525,56.69,17.25694188,70.43,41.09,43.31276827
6/30/2020,64.21,225.7419238,141.88,168.46,290.31,72.94231397,623.65,370.35,174.35,169.92,370.35,267.55,262.7003113,66.74,188.4,86.94,148.11,83.35,42.81,81.13,49.86,123.34,103.97,89.31,21.02,73.49,162.3693393,302.8201637,136.3272371,111.6995697,51.72581201,167.77,59.42,37.90237506,58.27,17.53656825,72.59,41.83,44.49034244
7/1/2020,61.59,244.1756957,141.53,167.83,286.28,72.10803744,609.17,368.55,175.56,167.52,368.55,264.77,264.6302488,64.14,189.18,87.42,148.77,79.7,42.71,83.73,49.56,125.84,102.65,88,22,78.5,164.1033517,304.9413583,137.0054325,112.2184065,52.74723813,169.72,60.01,37.68176866,58.85,17.9360345,73.31,42.149,44.57802778
7/2/2020,58.57,247.1618519,141.52,166.91,291.1,72.38296948,622.45,373.1,176.92,169.03,373.1,265.12,267.7838066,63.27,195.86,86.66,149.87,81.64,42.51,83.55,48.08,126.78,106.47,89.99,22.3,79.7,165.2394289,306.6206373,138.1723274,112.637467,53.60999611,170.54,60.82,37.9622682,59.49,18.12578097,74.3,42.15,44.69261657
7/6/2020,59.15,245.2572202,143.64,169.47,291.31,72.7716665,627.25,379.39,181.8,170.45,379.39,269.8,268.4503314,65.51,196.72,89.01,152.43,79.44,43.26,85.24,46.59,127.71,107.79,90.14,22.49,84.11,166.3954372,311.3540437,139.0699389,112.6673999,54.64133899,171.91,60.79,38.19185857,59.85,18.13077429,75.36,41.96,45.06826851
7/7/2020,61.09,242.2902061,141.94,171.88,299.06,72.44933238,640.88,372.12,181.41,176.14,372.12,268.35,265.3664106,69.34,196.59,86.3,160,104.56,43.19,85.28,47.14,127.98,108.65,88.66,24.03,91.41,166.7243016,308.1427908,139.6882935,114.7826575,55.68259862,172.98,64.15,38.93054062,60.09,18.33849674,76.33,42.21,45.48676669
7/8/2020,61.58,240.797128,144.17,171.4,295.92,71.68141876,640.34,369.87,185.09,175.53,369.87,280.19,272.5887541,67.56,204.1,91.66,160.42,98.3,43.57,87.13,48.45,128.73,108.27,91.19,24.93,94.17,167.5215487,310.4996736,140.436303,116.5087875,57.15027887,174.53,67.08,39.51948982,60.84,18.68103905,77,42.89,46.19522432
7/9/2020,64.96,240.8641251,144.99,174.28,295.4,70.8281814,640.63,372.6,185.13,181.17,372.6,278.7,275.9313264,65.61,199.81,92.75,158.74,96.3,44.55,87.52,49.19,126.81,107.87,92.29,24.57,94.02,168.0497249,308.7320115,140.19694,115.8402863,56.98169398,174.27,65.8,39.48954325,60.72,18.75494031,76.59,42.385,46.05472851
7/10/2020,62.61,238.3565195,142.68,169.96,294.45,72.35452823,620.86,370.25,181.25,174.35,370.25,278.88,270.9871049,70.36,196.03,92.08,162.25,94.36,45.31,85.21,46.92,126.06,104.76,91.06,23.81,89.47,166.5548866,311.8843423,138.8405493,114.6629259,55.25617801,173.25,63.7,38.96048719,59.94,18.43237131,75.06,42.03,45.5365879
7/13/2020,71.78,239.3136209,141.28,171.79,284.82,72.69582317,615.88,369.13,180.51,168.58,369.13,276.52,261.7651869,77.78,213.01,90.1,152.74,104.32,45.23,80.32,45.89,124.4,100.56,87.44,21.45,86.23,165.6181212,309.1837474,136.9854856,111.6995697,54.07608376,168.71,58.89,38.46137769,58.71,17.92604784,72.94,41.1,44.58002063
7/14/2020,75.04,242.23278,147.78,179.39,293.83,73.17932435,641.23,376.25,187.45,173.43,376.25,281.27,265.2868255,83.88,236.95,92.98,157.23,109.97,46.37,81.14,48.29,126.43,103.02,88.91,22.28,90.91,169.743875,313.1904482,139.8877627,114.5431943,55.31567856,172.52,63.33,39.11022004,59.84,18.13077429,76.43,42.06,45.62327681
7/15/2020,80.22,242.4433423,152.37,183.67,295.11,72.66738193,632.74,382.33,193.45,177.89,382.33,282.96,272.87725,78,239.31,95.84,158.02,111.15,46.3,83.22,48.73,126.74,104.25,90.93,22.61,93.32,172.1655131,316.0678093,142.2414995,116.9777361,57.0957367,176.06,67.5,40.14836779,61.24,18.67504706,78.87,43.06,47.21058063
7/16/2020,81.81,244.2522638,149.68,186.42,290.56,72.65790151,632.21,375.88,190.7,177.66,375.88,279.54,271.2557045,75.87,231.59,95.17,156.03,120.29,47.68,82.29,46.97,127.78,101.58,89.19,21.44,91.32,171.3084725,315.0268528,141.0746045,116.0398389,55.58343104,175.06,65.55,39.68918705,60.29,18.45434196,77.34,42.66,46.65258305
7/17/2020,94.85,247.3724142,154.05,188.68,294.53,73.48269763,644.06,383.64,196.26,182.37,383.64,281.88,278.3089298,85.25,248.67,97.9,158.36,140.49,48.13,82.92,48.1,128.21,104.11,91.87,21.6,92.35,175.1452242,315.9401449,143.5779432,118.4743806,56.66435771,177.01,69.87,40.70737042,61.56,18.65507374,80.44,43.403,47.65398942
7/20/2020,82.68,249.7555966,155.2,190.75,303.1,74.02308129,658.21,398.62,197.94,184.43,398.62,283.4,281.4923319,88.2,253.95,100.36,165.49,138.23,48.21,82.67,49.81,131.03,109.69,93,22.23,95.3,176.4307852,318.4934346,145.41306,120.0907567,58.1221212,180.07,72.64,40.85710327,62.86,19.03256935,82.13,43.9,47.87419917
7/21/2020,80.86,246.8460085,156.95,190.05,291.4,72.79062733,638.86,389.84,198.02,177.6,389.84,280.19,275.523453,91.6,248.19,99.55,158.03,140.69,48.33,81.36,49.23,129.89,106.65,95.21,20.96,93.55,173.2517623,319.1710384,142.0819241,117.5963492,56.60485716,175.42,67.96,40.09845684,62.06,18.56719117,78.38,42.75,46.95250675
7/22/2020,83.225,245.9559042,164.29,196.1,291.23,72.28816532,637.53,391.71,198.16,176.83,391.71,280.81,274.4987954,104.17,235.9,98.98,157.98,146.45,48.56,82.83,49.5,127.58,105.37,94.61,20.25,92.97,173.2318311,320.9878023,141.7228795,117.0276242,56.54535661,174.68,67.33,39.88883085,61.5829,18.54522053,78.09,42.72,46.79297923
7/23/2020,75.33,241.4192438,161.48,189.06,284.46,71.63401668,630.31,386.45,198.2,172.9,386.45,278.51,272.0018144,88.51,233.05,97.74,154.61,139.59,48.56,84.27,48.41,124.49,101.68,95.85,19.65,90.8,169.8036686,317.1578677,139.0998593,114.6629259,54.80992388,172.39,63.18,38.99043376,60.93,18.21376341,75.0763,41.87,45.97909991
7/24/2020,73.21,237.3419921,157.88,185.06,278.49,69.81377698,608.94,382.25,192.83,168.815,382.25,272.33,268.6691903,84.17,224.44,95.39,153.1,133.93,48.66,81.6,46.52,122.95,99.42,94.65,19.15,90.35,166.0566071,315.1152359,136.0479802,111.9789434,53.33232687,169.21,58.62,38.01217915,59.4381,17.75627469,71.87,41,44.87605827
7/27/2020,79.91,242.7687567,162.28,186.51,284.21,70.66701434,637.4,393.04,199.93,171.36,393.04,286.19,275.3642829,86.53,224,96.39,157.51,139.6,49.36,83.73,47.54,124,102.09,95.81,20.03,92.12,170.5012598,317.4131966,139.67832,114.8824338,55.84126676,173.26,63.28,39.07029128,61.2146,18.31053411,75.87,42.08,45.76576548
7/28/2020,81.49,244.3192609,158.65,185.66,278.52,69.89910071,631,385.42,197.37,171.35,385.42,280.35,269.2760263,85.38,214.75,94.81,154.33,148.6,49.56,82.62,46.09,122.83,100.61,95.5,19.05,86.4,169.066215,315.4000259,137.7933359,111.9490105,53.60007935,170.625,58.35,38.28668937,59.7928,17.70724021,73.72,41,45.12197577
7/29/2020,79.51,238.1746703,160.06,184.25,278.72,69.21651082,632.16,385.28,199.58,168.42,385.28,277.36,272.9269906,82.5,208.5,94.62,150.56,145.36,50.58,84.15,46.68,120.53,98.04,98.88,18.35,85.53,167.1627875,319.2790622,136.2574229,110.1330818,53.27282632,168.35,55.51,37.78258878,59.4219,17.52029,72.28,40.07,44.72081537
7/30/2020,77.63,235.5809256,158.26,185.22,279.4,68.5718426,631.47,382.78,201.31,171.14,382.78,274.86,275.4339198,84.16,207.34,97.9,151.11,146.62,50.4,86.03,47.55,121.72,100.51,97.51,18.71,86.36,167.4119272,318.1399022,136.6563614,111.7095474,54.21491837,168.87,57.86,38.11200105,60.3924,17.86612791,72.49,40.5872,45.35454119
7/31/2020,74.1,234.1739866,158.39,185.46,272,65.91732636,632.07,382.16,198.99,166.27,382.16,274.69,273.7327893,82.11,209,94.75,145.76,143.1,49.45,85.18,48.02,119.81,98.76,98.37,17.81,85.46,164.2827323,320.6539105,134.0133942,109.0854306,53.25299281,165.74,53.69,37.25353272,59,17.59269326,69.85,39.95,44.39070002
8/3/2020,77.98,236.7485893,161.18,188.48,279.52,68.00301769,645.18,397.86,207.57,169.04,397.86,278.16,277.4235461,85.47,221.67,95.08,152.3,155.87,48.93,86.02,49.78,122.04,101.79,99.01,19.25,92.5,168.4383829,322.8831289,138.2022478,113.6651629,56.34702144,170.23,60.4,38.86066529,61.1041,18.34079367,74.23,41.55,45.83551517
8/4/2020,78.46,233.1403172,160.15,187.08,275.71,67.1971824,648.43,393.68,203.92,165.07,393.68,276.08,275.453816,83.17,222.65,92.94,152.76,157.17,47.49,84.52,49.35,119.83,99.95,99.03,19.59,94.57,166.3456092,324.1303127,137.3146098,113.3159458,56.9519437,168.33,59.66,38.63107492,60.74,18.27478188,73.09,41.26,45.87178502
8/5/2020,75.8,231.1112623,160.75,189.74,273.23,65.41486436,624.52,400.74,217.97,162.59,400.74,276.17,266.4806013,81.3,227.01,91.94,150.44,173.49,47.09,85.06,51.2,119.83,97.62,100,19.65,94.51,165.139773,326.1434835,136.9156713,114.1341115,57.596533,167.34,61.15,38.78579887,60.84,18.52414868,72.67,41.61,46.0173626
8/6/2020,73.76,231.1878304,161.04,189.34,273.34,65.23473647,621.21,399.33,217.8,161.8,399.33,277.66,265.167448,77.08,224.06,90.4,144.12,167.5,46.87,82.75,55.17,119.65,97.25,99.21,19.99,92.94,164.0335926,328.3236001,136.3970514,113.5554089,57.25936321,166.29,60.19,38.47135988,60.52,18.31073384,72.05,41.1,45.67170303
8/7/2020,74.1,230.3647233,160.54,189.91,272.99,65.74667889,620.21,355.66,221.6,160.45,355.66,305.71,264.3815456,77,220.5,86.69,143.53,170.29,47.31,85.61,52.87,118.67,96.93,96.13,19.83,89.81,163.5552443,328.5592884,135.8684579,113.6651629,55.7123489,166.33,60.4,38.40148456,61.1681,18.14575428,71.52,41.47,45.64210923
8/10/2020,72.01,227.9528279,159.64,190.16,268.73,64.95032402,608.24,353.35,218.76,157.7,353.35,300.26,256.5623141,73.95,209.39,84.95,138.57,178.51,46.45,85.92,51.33,118.25,94.32,96.9,20.42,90.77,161.0239848,329.5413229,134.5120673,113.6551853,57.86428548,164.54,60.27,38.31164485,60.25,18.30554078,70,41.67,45.29086968
8/11/2020,68.97,224.5838311,159.31,187.9,261.86,64.561627,598.86,341.21,210.24,153.48,341.21,289.94,260.4619817,68.45,209.45,83.68,136.61,149.48,48.7,81.62,50.37,116.83,92.98,96.9,19.57,89.45,158.5325876,326.8210873,131.5300025,109.1353188,55.78176621,162.26,53.18,37.40326556,59.0334,17.776248,66.94,40.77,43.94878587
8/12/2020,69.52,231.3505377,162.87,189.94,270.85,65.26317772,612.35,344.14,219.65,158.79,344.14,293.22,262.0536828,69.11,213.23,87.15,136.69,124.42,48.42,86.76,53.49,118.02,94.22,97.51,20.42,91.31,161.4923675,331.3777275,133.4548804,109.4845358,57.42794811,164.14,53.59,37.79257097,59.69,17.92165371,68.8803,41.24,44.24910814
8/13/2020,67.83,230.14459,163.75,192.13,267.15,64.63747032,610.89,353.53,217.36,160.14,353.53,288.54,264.9087965,71,215.38,87.2,137.43,133.28,48.65,89.42,56.38,116.87,95.56,104.765,20.51,91.74,161.2531933,330.7786864,133.6443762,110.991158,58.91546187,164.29,55.91,38.14993337,60.06,18.19578743,69.257,41.66,44.73944851
8/14/2020,69.15,230.9581261,161.23,187.92,267.29,64.9408436,612.57,347.56,214.49,157.27,347.56,289.45,259.6760793,68.64,210.72,85.33,136.14,146.51,49.45,85.46,54.63,118.16,94.87,102.71,19.89,89.5,160.8944321,330.7885068,133.0060747,109.9534845,58.07253741,162.83,54.2,37.74266002,59.3303,17.90198,68.41,41.13,44.23077393
8/17/2020,69.76,234.1376423,161.5,189.21,273.84,65.55707059,620.73,354.13,218.45,161.82,354.13,289.16,261.6657056,70.26,223.49,86.02,140.7,155.53,51.35,88.27,62.78,119.49,97.48,105.61,20.85,91.65,163.5253476,331.8392837,135.6290949,113.8048497,60.45255943,165.44,59.97,38.71562407,60.9403,18.57557996,71.15,42.43,45.48676669
