,MRNA,AMGN,IQV,ICLR,VRTX,GILD,REGN,ILMN,CRL,SGEN,ILMN,BIIB,TECH,BNTX,BGNE,EXAS,ALNY,NVAX,QGEN,GH,NTRA,BMRN,INCY,TXG,NTLA,CRSP,BBH,SPY,IBB,XBI,ARKG,FBT,LABU,IDNA,PBE,GNOM,BIB,SBIO,BTEC
12/3/2020,157.26,220.0991713,167.63,199.33,226.87,58.28922201,498.84,346,234.99,180.16,346,244.09,298.0762721,118.68,221.31,130.67,131.17,129.16,47.84,122,88.97,79.1,82.9,145.22,42.92,140.46,170.2919824,361.5607508,146.1212479,133.5268249,85.42295717,162.99,87.85,45.74837632,64.19,21.86578371,80.72,48.56,56.17251991
12/4/2020,152.52,222.3301356,170.61,200.5,228.32,58.95965342,492.45,350.66,237.42,179.23,350.66,245.87,305.6839722,120,222.88,132.87,129.56,126.25,48.28,123.65,87.47,79.61,83.14,149.04,43.44,147.54,170.5510877,364.6765488,147.4782876,136.0032422,88.9235729,164.54,92.45,46.14766392,65.1151,22.23029666,82.17,49.22,57.1150376
12/7/2020,159.52,219.6529785,170.07,200.74,227.06,58.26048924,495.41,342.82,236.37,179.24,342.82,243.68,307.0300266,125.7,223.61,134.85,126.81,123.12,48.95,124.15,90.36,78.39,83.06,148.78,46.59,149.72,170.0926706,363.9271797,147.4882659,137.2714075,93.87203536,162.36,95.14,47.255687,64.8974,22.33016322,82.31,49.8,57.39403639
12/8/2020,169.86,222.0682398,171.29,202.27,229.83,58.58612735,497.14,342.72,242.09,184.46,342.72,246.43,307.9473378,128.11,228.09,133.53,128.05,120.12,50.35,126.09,92.63,78.79,82.85,154.76,47.26,146.47,173.0125882,364.9920727,150.102563,139.9175793,93.87203536,163.01,100.84,48.38367446,66.0732,22.74960278,85.1,50.98,58.70931639
12/9/2020,156.59,222.9509256,168.5,196.7,224.38,58.25091164,488.64,337.76,240.34,181.36,337.76,244.75,300.7584101,122.81,222.45,130.33,124.04,115.22,49.48,126.61,94.49,76.16,80.96,144.32,48.71,146.63,169.2754924,361.7185127,147.278723,137.081682,91.01600893,159.33,94.61,47.40541985,64.8401,22.73961612,82.15,50.19,57.27994581
12/10/2020,155.69,221.3116519,168.47,196.6,224.04,57.89654076,478.98,343.71,239.77,186.55,343.71,242.98,304.3080055,129.54,227.95,132.89,126.05,115.09,52.97,126.06,98.82,77.76,82.05,149.46,55.86,154.26,170.2820168,361.6001913,149.4938908,142.1443578,96.64872773,161.7,104.89,49.30203593,67.4607,23.95798818,84.36,51.8746,58.90860124
12/11/2020,156.93,220.5744637,167.81,193.3,224.17,58.19344609,479.77,342.01,236.27,191.175,342.01,241.43,304.0687069,127.3,228.25,129.5,129.65,124.88,51.92,124.09,96.56,79.49,81.3,147.95,53.26,148.41,170.7603651,361.1762061,149.8630854,142.0644733,95.06204638,162.21,104.35,49.06246337,66.6851,23.77822836,84.91,51.805,58.79899457
12/14/2020,155.07,222.5726317,167.3,190.81,228.13,57.9635839,500.38,347.11,240.07,193.59,347.11,245.25,305.5543522,108.27,228.06,129.8,132.69,129.7,51.96,121.98,98.47,82.85,86.81,151.75,52.1,150.06,174.1386997,359.5591464,153.3609361,145.8390126,94.84387769,167.78,113.13,49.3781092,69.3014,23.9979348,88.79,52.96,59.4865273
12/15/2020,147.22,223.610515,172.42,196.63,228.81,57.56644036,491.79,352.62,243.08,196.02,352.62,248.73,307.2693252,111.2,239.24,129.39,135.7,126.22,51.59,122.25,98.8,85.03,86.27,149.54,53.63,149.97,174.3180803,364.4201857,153.6504282,146.1086226,93.89186888,169.59,113.5,48.75876007,69.3052,24.01790811,89.17,53.28,59.90502548
12/16/2020,137.03,221.5832475,174.69,193.13,232.11,57.0918054,486.57,353.32,240.16,197.7,353.32,248.19,302.1343769,105.78,247.63,127.33,138.32,120.88,51.21,123.62,95.8,89.28,86.23,148.66,53.37,146.61,172.8531388,364.9920727,152.6322146,144.3112229,92.54318973,169.31,109.42,48.14940043,68.8671,23.79820168,87.85,52.8,59.21480241
12/17/2020,144,224.299204,178.95,193.6,236.92,57.21772896,496.21,361.3,247.06,197.92,361.3,250.24,308.8546782,106.43,260.47,136.04,138.65,131.75,51.38,126.54,101.35,90.2,88.28,151.3,54.52,149.13,176.5603378,367.0331176,154.8183791,146.4381459,93.30678013,172.46,114.42,48.59892803,69.9885,23.88808158,90.4,53.68,60.03
12/18/2020,140.23,221.6317467,180.39,194.19,236.72,57.22741539,498.89,366.06,248.97,201.15,366.06,249.62,319.3040487,104.24,257.28,137.05,142.39,124.85,52.97,127.3,101.67,88.85,88.34,152.9,55.41,148.61,176.1716798,365.5738198,155.4772232,147.3368457,93.92161916,173.45,116.53,48.53899102,71.1243,24.14773464,91.24,53.51,60.2859
12/21/2020,138.3,220.4871651,176.75,193.53,234.55,56.70434829,496.74,362.63,250.72,197.84,362.63,248.32,320.9292848,106.46,261.42,141.04,139.43,124.06,53.2,130,105.61,87.51,86.97,149.91,62.73,166.84,176.05,364.2667136,156.0262599,149.8092688,99.6138385,173.81,122.78,49.55792024,71.7663,25.11644029,91.98,53.71,61.23
12/22/2020,125.88,214.3568634,176.98,194.39,234.9,55.21263841,490.06,370.96,252.62,196.91,370.96,247.87,319.6231135,100.56,261.44,142.12,138.31,115.37,52.23,135.93,111.32,88.35,87.99,149.64,63.53,170.08,174.27,363.6527698,156.3257345,151.0889209,104.6515518,173.98,125.54,50.04740584,72.81,25.83547954,92.32,54.61,62.56
12/23/2020,130.34,216.2483331,175.55,193.11,235.84,55.58072266,492.19,366.52,251.8,191.19,366.52,251.2,319.1245748,100.06,263.86,141,138.62,127.65,51.85,134.44,110.04,88.3,87.93,148.95,63.35,173.23,174.86,363.9795464,157.034491,151.0989182,104.3342155,174.52,125.89,50.03741634,72.4378,25.95531941,92.9,54.59,62.18
12/24/2020,123.39,216.2386332,175.94,192.51,234.46,55.2804434,488.93,367.29,251.71,190.61,367.29,248.89,320.6800155,96.96,263.72,139.56,137.56,129.34,52.21,133.79,111.74,88.66,87.37,151.33,62.14,168.5,173.72,365.395578,155.8465752,149.9692253,102.2417795,173.868,122.36,49.27471785,72.1942,25.54366944,91.59,54.14,61.585
12/28/2020,111.4,216.937022,175.32,191.38,232.47,55.1060877,482.96,366.78,247.17,185.86,366.78,244.15,314.8670546,88.11,252.64,135.77,134.08,116.85,52.49,126.68,106.26,87.58,86.34,147.03,60.87,168.93,170.12,368.5346132,153.400866,146.4201903,100.7740992,171.82,113.89,48.31922197,71.3619,25.21630685,88.8,52.84,60.27
12/29/2020,114.39,220.0603719,174.83,193.5,233.49,55.04796913,484.22,366.11,248.64,186.21,366.11,243.46,313.9896265,88.28,245,132.1,130.56,120.27,52.66,121.62,99.39,86.18,85.87,142.19,54.62,157.83,169.8,367.8315485,151.6439485,142.1313563,94.13,168.9,103.6,46.53110108,70.2861,23.9979348,86.73,51.75,58.9536
12/30/2020,111.13,220.3513673,177.52,193.66,232.68,54.87361343,478.3,364.09,248.59,183.7,364.09,243.58,316.0635474,83.94,255,135.4,131.04,118.96,52.86,126.14,98.85,86.96,86.86,142.61,56.58,161.57,169.82,368.3563714,152.2129502,144.0408372,96.04,169.26,108.06,46.87833618,70.9201,24.25,87.51,52.56,59.54
12/31/2020,104.47,223.0188245,179.17,194.98,236.34,56.43312831,483.11,370,249.86,175.14,370,244.86,316.6219107,81.52,258.39,132.49,129.97,111.51,52.85,128.88,99.52,87.69,86.98,141.6,54.4,153.11,169.69,370.2279098,151.224684,140.7417342,93.26,167.99,100.43,45.89177294,70.1308,23.62,86.32,51.23,58.72
1/4/2021,111.73,219.8566752,176.6,192.02,229.43,58.22511745,482.86,367.76,249.67,168.43,367.76,242.95,313.7004741,85.73,261.01,128.77,128.1,112.98,53.31,127.04,96.31,86.3,86.45,140.56,55.91,158.01,169.19,365.1876293,150.2264354,140.911688,93.14,168.06,100.36,46.1614895,70.364,23.74,85.1851,51.45,58.1
1/5/2021,109.18,220.9236581,179.34,195.69,228.58,58.11856674,483.45,374.9,252.59,169,374.9,246.39,316.0735181,86.78,268.88,126.88,127.45,116.24,52.9,128.52,100.04,85.9,85.87,141.65,61.01,160.62,169.77,367.7028184,150.5358925,140.4118239,94.375,168.95,100.17,46.53110108,70.825,24.1453,85.52,51.55,58.4192
1/6/2021,116.26,226.2488727,186.25,205.48,226.65,60.00742016,470.09,376.55,254.76,166.75,376.55,247.75,329.942864,91.16,262.26,124.28,126.83,123.74,52.51,129.54,103.21,87.74,84.31,140.25,66.74,163.85,171.58,369.9011332,152.3626875,143.2810438,95.28,170.31,105.87,47.33026126,71.9272,24.61,87.59,52.73,59.5186
1/7/2021,115.09,226.9957608,188.06,209.45,232.9,60.55954655,481.2,382.41,263.16,176.36,382.41,250.44,334.8684261,93.69,260.64,130.7,139.4,128.18,52.76,138.36,108.78,90.69,90.05,158.79,77.48,194.43,175.7,375.3969204,156.9945611,149.1694428,103.38,176.01,118.85,49.75641165,74.6391,26.14,92.84,54.99,62.06
1/8/2021,112.75,231.3315912,191.08,214.75,237,61.06324079,498.73,379.61,271.01,177.66,379.61,252.54,328.5569265,100.39,279.25,131.1,146.66,121.855,52.24,142.87,111.17,89.86,93.83,159.37,78.36,193.82,175.61,377.5358213,157.9528798,149.4993531,105.86,174.58,119.51,49.28820368,74.7244,25.91,94.01,55.16,61.76
1/11/2021,117.26,230.4392055,191.44,213.92,234.64,60.54986012,502.92,372.48,276.31,179.04,372.48,267.52,333.8414364,108.9,278.92,144,156.63,116.48,52.56,154.57,110.31,81.24,93.32,167.5,72.78,188.88,177.65,374.9909253,157.6933351,148.0197554,104.45,176.11,116.09,48.97852911,74.4394,25.27,93.66,54.7,61.79
1/12/2021,124.55,229.4886208,189.42,211.32,229.38,60.13334372,505.75,361.28,268.24,180.37,361.28,267.39,333.0338038,105.45,288.93,148.42,165.65,124.14,52.96,160.07,110.83,81.12,94.31,167.69,75.69,190.34,178.14,375.0701439,158.0826521,149.3094047,104.34,175.8006,118.56,49.48799372,75.1068,25.4,94.11,55.17,62.53
1/13/2021,124.06,230.6041029,189.36,210.36,227.1,59.61027662,511.9,362,267.49,176.69,362,266.67,329.6138285,102.61,310.14,145.37,170.93,126.21,53.33,159.36,113.28,81.94,92.74,175.52,76.01,193.84,178.06,376.0801804,157.75323,148.5296167,105.6,174.3,117.25,49.61785725,74.6877,25.44,93.56,54.95,62.64
1/14/2021,129.72,234.4064419,188.11,210.66,226.12,60.44330941,517.91,371.04,266.91,175.86,371.04,280.29,336.2144805,105.85,335.96,147.29,165.07,129.98,53.19,157.27,115.91,81.36,92.04,179.89,83.3,210.04,180.01,374.763172,161.5865048,153.3882957,109.3,176.21,128.22,51.6856842,76.2298,26.32,98.36,56.8,64.16
1/15/2021,129.65,238.1214824,187.79,210.35,225.55,61.3441472,517.93,376.35,273.72,185.75,376.35,275.84,346.6937634,101.59,345,145.97,166.36,127.43,53.2,159.29,120.16,82.97,90.56,179.67,81.89,199.88,180.97,372.0301319,161.426785,151.6887578,107.96,176.29,124.38,51.26612511,76.1388,26.31,97.9,56.2298,63.68
1/19/2021,125.01,240.8180391,188.97,215.12,231.91,64.96687119,533.89,390.21,278.89,188.78,390.21,273.84,350.7518682,104.7,356.68,148.83,168.41,128,54.16,159.94,123.9,85.77,93.96,182.22,83.68,198.29,184.24,374.951316,164.5413207,154.178081,111.87,179.39,130.38,52.47485487,77.4743,26.74,101.92,56.9,64.67
1/20/2021,125.14,244.7852755,190.54,220.96,236.7,65.85802255,542.27,403.54,282.94,190.8,403.54,270.28,355.6275764,103.23,362.8,150.37,170.97,125.05,53.84,163.34,123.38,87.99,96.37,181.04,80.56,189.77,186.22,380.1401313,164.7110229,154.0881055,112.47,179.84,130.54,52.1452013,77.26,26.82,102.17,56.63,64.7732
1/21/2021,132.98,244.4651807,187.69,217.93,238.64,64.87969334,535.48,404.87,281.24,185.78,404.87,270.12,354.6404698,105.43,356.99,148.07,166.75,122.4,53.73,162.06,119.99,86.88,93.9,185.53,72.59,185.1,185.81,380.4867125,163.2435975,150.739016,109.54,178.37,121.88,50.76665,75.46,25.92,100.29,55.56,64
1/22/2021,131.02,245.8910578,185.59,216.24,237.59,64.84094763,537.78,406.25,280.18,182.75,406.25,269.44,355.5478102,108.44,374.5,150,172.38,126.98,54.33,159.92,119.75,87.99,97.89,187,74.36,188.49,187.27,379.139997,164.4015659,152.5185322,110.54,180.5765,126.23,51.41596764,76.36,26.31,101.91,55.96,64.6575
1/25/2021,147,249.3830018,183.02,214.61,241.31,66.02269182,548.2,421,273.54,180.12,421,275.54,351.4099392,110.61,376.91,153.93,175.69,131.46,53.85,157.3,119,88.97,100.5,183.25,71.4,181.24,190.21,380.6352472,167.4562067,157.0972873,110.69,184.21,137.18,52.11523279,77.0991,26.29,105.5,57.54,65.12
1/26/2021,151.93,250.8379785,180.34,213.09,237.64,64.60847336,544.1,420.55,265.48,172.64,420.55,271.67,339.3453034,106.29,358.34,141.04,170.02,127.16,52.38,149.91,109.59,85.91,99.39,171.75,64.25,169.53,186.67,380.0411081,164.5413207,154.3380375,105.25,180.015,130.22,50.95645054,75.2032,25.13,101.85,57.679,64.223
1/27/2021,155.73,243.5242958,173,207.89,225.25,63.42672917,515.56,432.08,252.87,162.69,432.08,265.15,317.4993387,105.97,320.71,136.85,155.39,131.18,52.1,147.39,100.2,83.24,93,163.22,58.11,163.95,181.16,370.7527327,159.5700425,152.2586029,100.71,175.72,125.05,49.91754232,73.8338,24.57,95.82,56.94,62.6015
1/28/2021,159.55,240.3136472,178.66,206.2,230.04,62.65181495,506.27,438.22,260.88,162.57,438.22,267.87,321.5773851,110,318.38,139.55,154.74,134.01,53,156.68,108.64,83.15,91.27,173.32,63.97,167.42,182.96,373.9412795,160.1290618,151.5987823,103.27,176.2,123.17,50.27716439,74.8926,25.07,96.39,55.77,62.9
1/29/2021,173.16,234.1833455,177.8,203.81,229.08,63.54296631,503.84,426.44,259.05,164.27,426.44,282.61,323.9603999,116.94,320,137.16,150.48,220.94,54.15,155.5,106.64,82.78,89.75,171.15,62.62,165.7,187.2811,366.4551262,160.3586589,152.8384452,101.93,175.26,126.17,50.2971434,75.6848,24.8121,96.92,56.035,63.25
2/1/2021,157.48,233.2133611,180.44,204.47,231.77,63.05864492,508.08,443.38,266,162.86,443.38,278.46,339.0760925,116.1,347.01,138.39,149.25,268.3,55.42,155.41,111.55,83,90.92,176.83,64.15,165.68,188.94,372.5549548,162.4050686,159.5766132,104.73,177.41,143.07,51.75561072,78.4467,25.48,99.11,58.17,64.6216
2/2/2021,158.58,233.2715601,184.41,205.32,217.33,63.0877042,499.98,440.25,272.4,166.05,440.25,277.72,375.6588602,114.76,352.05,140.21,154.05,264.41,55.24,158.35,119.03,83.19,93.05,182.56,70.52,168.15,188.78,377.8229886,164.2118986,163.1956292,107.98,179.61,151.86,52.79451894,78.1688,26.39,101.33,59.33,65.7807
2/3/2021,165.86,229.9639132,182.99,202.85,211,62.4968321,491.18,420.2,267.85,163.11,420.2,263.25,367.3332644,118.02,364.47,140.44,151.25,284.21,54.63,158.26,114.64,82.82,90.97,180.87,66.6,164.5,187.76,378.1200582,163.5929845,161.0262191,107.22,178.44,146.99,51.85550574,78.11,26.07,100.5,59.16,65.785
2/4/2021,173.31,230.099711,184.32,199.52,213.71,63.76575414,498.84,428.64,269.96,165.42,428.64,267.39,381.611412,117.56,371.53,142.8,157.91,280.92,54.67,158.24,116.44,84.81,90.91,181.84,67.75,167.79,189.83,382.4176647,165.8290614,162.725757,108.93,180.01,150.67,52.52480238,78.438,26.55,103.49,59.79,67.02
2/5/2021,176.24,229.226725,186.1,200.18,215.26,66.31328465,498.98,428.91,275.76,190.61,428.91,265.09,379.5574327,117.57,371.89,144.59,165.11,290.18,54.03,162.59,119.07,85.22,90.24,185.54,69.21,168.81,192.91,383.9228172,168.7539299,166.734667,108.905,182.47,162.5,53.24404654,80.8829,27.03,106.98,61.23,68.44
2/8/2021,185.98,230.4392055,186.91,202.19,214.37,65.83864969,494.9,451.06,276.65,177.15,451.06,268.93,389.4284984,119.5,369.05,148.48,165.15,319.93,55.78,162.08,118.56,86.29,93.62,181.7,73.92,169.23,195.31,386.6954666,172.2977125,173.9427073,112.23,184.8413,183.21,54.77244037,83.81,27.89,111.49,63.63,70.78
2/9/2021,179.52,229.5468199,183.82,201.46,213.82,65.18965903,490.68,453,277.85,175.73,453,269.31,388.8103104,117.53,370.87,151.79,167.65,315.87,54.06,163.34,119.04,85.61,89.46,182.78,73.25,167.55,194.2232,386.4380063,171.3593588,171.8132862,112.01,183.83,176.51,54.24299675,83.78,27.67,110.15,62.72,70.2433
2/10/2021,179.34,231.3024917,190.05,208.26,212.53,65.1799726,491.22,450,280.55,169.35,450,275,389.1592875,119.35,377.1,146.08,164.16,298.36,55,162.02,118.29,85.45,85.17,185.28,70.09,160.2,194.2586,386.2696669,169.9618107,167.9643327,110.58,184.16,165.15,53.27401504,83.06,27.43,108.19,61.86,69.41
2/11/2021,183.44,229.6923175,192.85,211.57,210.495,64.82157477,490.54,451.22,289.25,172.02,451.22,278.81,394.1845573,118.03,377.04,146.68,165.38,298.26,54.89,168.31,117.74,86.86,84.99,190.12,68.92,159.05,191.95,386.893513,169.4327389,165.7849253,110.96,182.11,158.28,52.82448745,82.6685,27.47,107.89,61.02,69.31
2/12/2021,183.74,231.8129452,192.66,210.52,213.98,64.79251549,485.62,504.76,292.8,165.84,504.76,278.03,398.0164359,117.56,380.78,155.01,157.92,289.76,56.02,179.1,124.36,87.04,84.325,196.86,68.28,161.05,195.8,388.8046606,170.4210051,164.2753357,112.01,182.5,153.63,52.96434048,82.01,27.57,108.82,60.77,69.205
2/16/2021,178.53,227.5423724,190.5,209.31,210.27,62.76805208,480.71,492.55,286.74,159.34,492.55,279.32,410.1307606,114.38,382.12,154.28,153.81,262.7,55.21,173.24,119.86,84.94,82.13,192.43,68.15,155.32,191.683,388.4679817,166.7175027,160.1164664,109.64,177.6,141.82,51.6956737,80.68,26.6,104.07,59.29,67.78
2/17/2021,176.76,230.2493488,188.93,206.99,214.85,63.05864492,481.68,494.24,299.48,158.83,494.24,276.67,406.3986705,113.56,357.51,140.99,156.53,273.98,55.15,168.61,114.84,85.8,83.77,187.55,68.8,150.03,193.59,388.5571026,167.236592,160.6763142,107.89,179.2934,143.73,51.96539026,80.3507,26.36,104.934,60.1,67.3581
2/18/2021,169.57,227.2394256,187.71,205.36,209.83,63.18456848,477.03,485.79,292.51,158.62,485.79,275.9,396.2402005,112.65,339.07,141.65,150.23,265.29,55.67,167.34,114.05,83.27,81.55,186.37,66.61,146.66,188.91,386.9034153,164.4115484,156.4974504,105.7,176.72,132,50.51691245,78.9438,25.78,101.28,58.35,66.05
2/19/2021,174.74,226.4185375,188.7,208.21,207.02,62.35153569,470.37,486.26,289.55,157.75,486.26,278.35,388.726126,115.69,351.04,147.81,155.06,277.88,55.35,170.45,119.61,81.76,80.54,190.73,72.37,148.98,188.87,386.2201553,166.0187286,159.0267627,107.46,176.82,139,51.57579968,78.9836,26.37,103.13,59.29,67.2033
2/22/2021,159.37,226.203543,190.14,208.25,214.96,62.09968856,460.58,470.56,283.59,157.58,470.56,284.63,376.2026685,114.6,329.36,142.32,148.07,245.09,54.79,159.95,111.01,81.06,79.92,178.7,66.16,138.56,184.77,383.2494595,161.8560319,154.248062,101.72,173.82,126.35,49.48799372,76.6806,25.04,98.42,57.49,64.79
2/23/2021,150.17,227.1710183,191.05,208.62,216.44,61.68317217,468.03,464.54,282.98,157.03,464.54,279.08,376.0629646,111.97,332.47,138.71,153.21,243.23,53.44,160.15,111.09,82.15,79.02,176.09,63.57,135.3,184.02,383.7148685,159.5900075,150.7890024,98.62,172.98,118.19,48.10944242,75.7041,24.4,95.64,56.3847,63.46
2/24/2021,144.79,224.7572162,194.59,192.41,217.04,61.71223145,458.6,461.05,288.22,155.02,461.05,282.74,373.897554,114.17,334.9,134.82,151.59,239.94,51.42,162.24,112.83,83.32,80.61,179.43,63.72,133.52,183.19,387.9431588,161.1372929,153.0583854,98.84,173.3,123.8,48.29924297,76.7705,24.64,97.13,57.46,64.46
2/25/2021,148.38,222.3434142,192.55,184.44,212.98,60.8210801,453.19,445.86,280.18,150.09,445.86,277.26,364.2879208,112.33,329.73,131.3,146.59,221.5,50.34,149.45,108.76,81.76,78.45,173.1,57.47,127.28,178.53,378.5953695,156.8747712,146.8400761,93.13,168.45,108.33,46.93068117,74.17,23.77,92.3817,55.325,62.04
2/26/2021,154.81,219.80257,192.79,180.68,212.55,59.47466663,450.57,439.41,286.14,151.11,439.41,272.88,360.9250482,109.03,320,136.12,148.1,231.23,50,147.18,116.09,77.43,78.66,177.99,60.46,125.69,179,376.6446126,156.6551566,147.9597717,93.51,168.2,110.44,46.96064968,74.17,23.88,91.87,55.17,62.48
3/1/2021,157.4,221.8743353,194.39,173,210.38,60.50142798,463.05,446.5,289.61,152.55,446.5,273.24,371.6523126,110.21,319.39,140.21,148.75,240.29,50.36,152.14,123.49,79.17,79.63,186.75,64.03,130.25,180.965,385.7745509,159.3703928,151.5587932,97.79,170.05,118.89,48.47905401,76.1088,24.94,95.03,56.6,64.24
3/2/2021,146.81,220.5550508,192.74,171.87,212.06,61.03418151,454.86,441.01,287.46,153.71,441.01,269.85,374.6459678,104.98,306.46,136.39,152.41,205.99,50.45,154.63,118.02,77.91,78.56,186.72,61.97,129.77,177.66,382.7642459,156.0961373,146.8100843,95.96,167.38,107.43,46.92069167,74.38,24.38,91.27,54.85,62.7175
3/3/2021,131.22,218.8448672,190.59,174.96,208.44,60.78233439,446.73,416.41,278.27,147.93,416.41,266.6,360.4759999,97.25,304.55,126.57,144.32,183.61,49.1,143.7,108.7,76.09,76.02,173.21,57.71,119.08,171.37,377.6942584,150.505945,139.9019625,90.33,161.76,92.42,44.45328463,71.0227,23.01,84.59,52.18,59.51
3/4/2021,132.3,216.8610542,186.58,172.01,207.79,61.24728292,449.38,399.61,268.16,145.45,399.61,263.57,347.1642132,95.15,289.22,121.02,137.37,158.1,47.58,133.15,102.15,76.35,77.5,147.4,54.42,115.49,167.43,373.0203638,146.8823025,135.3931884,85.13,158,83.63,43.20459686,69.944,21.87,80.51,50.27,56.916
3/5/2021,132.19,222.5486363,188.78,179.83,211.98,62.59369638,461.57,398.85,273.82,149.35,398.85,270.71,355.456638,96.2,301.28,121.64,143.39,174.84,47.52,135.27,102.99,77.73,80.26,155.58,51.81,114.65,172.58,379.882671,149.8870309,138.7322805,85.14,161.87,89.5,43.64413496,71.0702,22.01,83.63,51.6,58.15
3/8/2021,123.47,222.6268161,187.8,180.22,213.58,62.71961994,463.19,383.62,270.97,148.68,383.62,270.01,344.1506003,90.29,294.7,116.57,138.62,157.87,46.25,127.83,93.27,76.59,77.84,141.09,46.59,113.62,167.47,377.991328,146.9721449,134.8933243,81.74,158.83,81.89,42.59523723,69.4987,21.31,80.51,50.2795,56.44
3/9/2021,130.87,223.7799685,189.39,181.08,214.04,62.31278998,470.63,400.86,278.44,150.56,400.86,266.49,363.33993,96.48,313.9,123.96,137.68,169.9,47.65,136.28,99.3,78.74,79.11,150.61,57.14,125.63,171.67,383.388092,151.2945614,141.16162,87.99,159.6418,93.77,45.15254978,72.7131,22.87,85.27,52.42,58.673
3/10/2021,129.75,224.7278988,189.74,177.25,214.29,61.90596001,467.95,399.45,276.59,149.55,399.45,262.61,362.9906703,98.02,305.1,127.15,134.68,172.5,46.96,136.7,98.71,77.46,78.35,151.58,59.37,124.15,170.59,385.7745509,151.3444739,141.4415439,88.25,158.73,93.83,45.56211937,72.2992,22.64,85.48,52.57,59.11
3/11/2021,140.47,225.9103686,189.37,180.69,215.15,61.11167293,469.96,412.89,285,153.09,412.89,267.44,387.189383,102.6,321.23,131.53,142.98,187.63,48.58,144.94,103.98,77.41,79.48,164.63,65.97,133.88,174.75,389.685967,155.6069955,146.9100571,93.2,162.41,105.07,47.57999881,74.89,23.72,90.02,55.03,61.32
3/12/2021,136.99,225.1187979,186.81,182.28,214.33,60.31738585,471.46,405.12,286.79,150.73,405.12,266.13,384.3054952,103.28,321.7,128.46,142.2,202.77,48.29,142.96,104.04,76.77,79.01,160.02,65.52,130.61,174.02,390.2107899,154.4789746,146.4701767,91.8,162.41,103.67,47.24035574,74.331,23.45,89.04,54.52,60.99
3/15/2021,143.66,230.5913855,190.65,182.07,219.65,61.79690587,483.94,420.32,292.09,151.67,420.32,260.13,396.1703486,107.88,325.39,129.57,146.12,217.46,49.07,145.51,109.06,78.39,80.65,169.5,68.06,133.6,177.87,392.5378349,156.7849289,148.1797119,93.86,165.48,107.22,47.84971537,75.8,24.05,91.5,54.67,61.8999
3/16/2021,156.02,234.8521858,189.39,181.15,218.99,62.71793158,482.17,419.53,288.53,147.43,419.53,259.92,387.5486216,108.1,327.38,130.63,143.78,222.23,48.49,145.5,104.19,77.21,80.28,168.77,65.55,130.57,178.72,392.0427189,156.8148763,145.8503452,92.3,163.81,102.3,47.57999881,74.85,23.57,91.74,53.77,61.5
3/17/2021,147.55,238.7123145,189.71,182.15,217.08,63.11965556,496.01,420.12,292.7,149.78,420.12,264.15,381.0124745,106.66,329.96,128.5,145.15,225.46,48.6,145.86,106,78.19,80.2,170.19,67.02,131.1,179.32,393.379532,157.9129498,147.4898994,92.99,164.79,105.91,47.89966288,75.918,23.79,92.72,54.59,61.81
3/18/2021,141.46,238.8589017,186.5,182.87,213.36,62.78651861,474.68,409.19,288.28,144.91,409.19,262.27,373.1990344,103.65,325.85,128.04,140.04,217.26,48.1,141.52,98.84,77.39,78.25,168.51,62.08,123.57,176.18,387.6559915,153.0115491,140.451813,88.66,161,90.68,46.03162597,73.7519,22.76,87,52.1,59.29
3/19/2021,143.74,240.3443183,188.33,186,216.11,63.15884815,473.7,415.9,286.68,146.62,415.9,267.07,374.4463908,107.59,348.95,133.66,144.16,228.25,49.9,145.55,103.32,78.18,79.37,177.76,65.7,129.61,178.65,386.9408342,155.616978,145.0305681,90.87,163.37,99.09,47.14046072,75.33,23.36,89.87,53.4899,60.57
3/22/2021,145.6,244.0089975,189.73,186.07,218.82,64.20724975,483.22,429.92,288.13,148.13,429.92,272.34,384.5649453,107,355.96,135.26,144.15,237.2,50.1,146.87,104.31,78.52,81.67,179.21,68.38,133,181.49,390.0305589,157.5435978,147.12,92.92,165.44,103.62,48.0095474,76.532,23.87,92.22,54.2618,61.33
